1	0.14543226857980093
2	0.10473294059435527
3	0.06529978290200233
4	0.06788425251013702
5	0.047128905024793416
6	0.04034486040472984
7	0.037907285098400384
8	0.03266374125248856
9	0.036807368199030556
10	0.04264926931096448
11	0.02361336979083717
12	0.023534509042898815
13	0.0261623106069035
14	0.016900852943460148
15	0.016191758629348543
16	0.018638393841683865
17	0.01711549371894863
18	0.01362370772080289
19	0.018104653598533735
20	0.01601598070313533
21	0.014324815943837166
22	0.015855039832078748
23	0.011427850876417425
24	0.016418931643582053
25	0.014014159536196126
26	0.015770111232995987
27	0.014153851040949425
28	0.011213328870427277
29	0.014602911503364643
30	0.015130954587625133
31	0.01305523437137405
32	0.011894716700125072
33	0.012411862197849486
34	0.010391652221894927
35	0.008687603830670318
36	0.015563453858097395
37	0.011278572026640177
38	0.009193079753054513
39	0.013979920962204536
40	0.0143323700564603
41	0.01430773688480258
42	0.015902576295451984
43	0.018636855917672317
44	0.009679699704671899
45	0.013488427321943972
46	0.012471532966527674
47	0.009884233120828867
48	0.012509007110363908
49	0.012980735602064265
50	0.009664772337095605
